,code,Indent,text,othersFound,generality
20150,6914.90.41.00,2,"Ceramic ferrules of alumina or zirconia, not exceeding 3 mm in diameter or 25 mm in length, having a fiber channel opening and/or ceramic mating sleeves of alumina or zirconia",1,specific
20151,6914.90.80.00,2,Other,0,Low
20152,7001,0,"Cullet and other waste and scrap of glass, excluding glass from cathode-ray tubes or other activated glass of heading 8549; glass in the mass:",0,Medium
20153,,1,Glass in the mass:,1,specific
20154,7001.00.10.00,2,Of fused quartz or other fused silica,0,Low
20155,7001.00.20.00,2,Other,0,Low
20156,7001.00.51.00,1,Other,0,Low
20157,7002,0,"Glass in balls (other than microspheres of heading 7018), rods or tubes, unworked:",0,Low
20158,7002.1,1,Balls:,1,specific
20159,7002.10.10.00,2,Not over 6 mm in diameter,1,specific
20160,7002.10.20.00,2,Other,0,Low
20161,7002.2,1,Rods:,1,specific
20162,7002.20.10.00,2,Of fused quartz or other fused silica,0,Low
20163,7002.20.50.00,2,Other,0,Low
20164,,1,Tubes:,1,specific
20165,7002.31.00.00,2,Of fused quartz or other fused silica,0,Low
20166,7002.32.00.00,2,Of other glass having a linear coefficient of expansion not exceeding 5 x 10-6 per Kelvin within a temperature range of 0˚C to 300˚C,0,Low
20167,7002.39.00,2,Other,0,Low
20168,7002.39.00.10,3,Of a length not exceeding 200 mm,1,specific
20169,7002.39.00.90,3,Other,0,Low
20170,7003,0,"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked:",1,specific
20171,,1,Nonwired sheets:,1,specific
20172,7003.12.00.00,2,"Colored throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer",1,specific
20173,7003.19.00.00,2,Other,0,Low
20174,7003.20.00.00,1,Wired sheets,1,specific
20175,7003.30.00.00,1,Profiles,1,specific
20176,7004,0,"Drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked:",1,specific
20177,7004.2,1,"Glass, colored throughout the mass (body tinted), opacified, flashed or having an absorbent, reflecting or non-reflecting layer:",1,specific
20178,7004.20.10.00,2,"Having an absorbent, reflecting or non-reflecting layer",1,specific
20179,,2,Other:,0,Low
20180,7004.20.20,3,In rectangular shape,1,specific
20181,7004.20.20.10,4,Measuring less than 5 mm in thickness,1,specific
20182,7004.20.20.20,4,Measuring 5 mm and over in thickness,1,specific
20183,7004.20.50.00,3,Other,0,Low
20184,7004.9,1,Other glass:,0,Low
20185,,2,In rectangular shape:,1,specific
20186,,3,Measuring not over 1.5 mm in thickness:,1,specific
20187,7004.90.05.00,4,Measuring not over 0.26 m2 in area,1,specific
20188,7004.90.10.00,4,Measuring over 0.26 m2 in area,1,specific
20189,,3,Measuring over 1.5 but not over 2 mm in thickness:,1,specific
20190,7004.90.15.00,4,Measuring not over 0.26 m2 in area,1,specific
20191,7004.90.20.00,4,Measuring over 0.26 m2 in area,1,specific
20192,7004.90.25,3,Measuring over 2 but not over 3.5 mm in thickness,1,specific
20193,7004.90.25.10,4,Measuring not over 0.26 m2 in area,1,specific
20194,7004.90.25.20,4,Measuring over 0.26 but not over 0.58 m2 in area,1,specific
20195,7004.90.25.50,4,Measuring over 0.58 m2 in area,1,specific
20196,,3,Measuring over 3.5 mm in thickness:,1,specific
20197,7004.90.30,4,Measuring not over 0.65 m2 in area,1,specific
20198,,5,Measuring not over 0.26 m2 in area:,1,specific
20199,7004.90.30.10,6,Measuring over 3.5 but not over 5 mm in thickness,1,specific
20200,7004.90.30.20,6,Measuring over 5 mm in thickness,1,specific
20201,7004.90.30.50,5,Measuring over 0.26 but not over 0.65 m2 in area,1,specific
20202,7004.90.40.00,4,Measuring over 0.65 m2 in area,1,specific
20203,7004.90.50.00,2,Other,0,Low
20204,7005,0,"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked:",1,specific
20205,7005.1,1,"Nonwired glass, having an absorbent, reflecting or non-reflecting layer:",1,specific
20206,7005.10.40.00,2,"Suitable for use in liquid crystal displays, measuring not over 1.2 mm in thickness and not over 0.8 m2 in area",1,specific
20207,7005.10.80.00,2,Other,0,Low
20208,,1,Other nonwired glass:,0,Low
20209,7005.21,2,"Colored throughout the mass (body tinted), opacified, flashed or merely surface ground:",1,specific
20210,7005.21.10,3,Measuring less than 10 mm in thickness,1,specific
20211,7005.21.10.10,4,Measuring less than 5 mm in thickness,1,specific
20212,7005.21.10.30,4,Measuring 5 mm or more but less than 10 mm in thickness,1,specific
20213,7005.21.20.00,3,Measuring 10 mm or more in thickness,1,specific
20214,7005.29,2,Other:,0,Low
20215,,3,Measuring less than 10 mm in thickness:,1,specific
20216,,4,Measuring not over 0.65 m in area:,1,specific
20217,7005.29.04,5,Suitable for use in liquid crystal displays,1,specific
20218,7005.29.04.10,6,Measuring not over 0.26 m2 in area,1,specific
20219,7005.29.04.50,6,Measuring over 0.26 m2 but not over 0.65 m2 in area,1,specific
20220,7005.29.08,5,Other,0,Low
20221,7005.29.08.10,6,Measuring not over 0.26 m2 in area,1,specific
20222,7005.29.08.50,6,Measuring over 0.26 m2 but not over 0.65 m2 in area,1,specific
20223,,4,Measuring over 0.65 m2 in area:,1,specific
20224,7005.29.14,5,"Suitable for use in liquid crystal displays, measuring not over 0.8 m2 in area",1,specific
20225,7005.29.14.10,6,Measuring less than 5 mm in thickness,1,specific
20226,7005.29.14.50,6,Measuring 5 mm or more but less than 10 mm in thickness,1,specific
20227,7005.29.18,5,Other,0,Low
20228,7005.29.18.10,6,Measuring less than 5 mm in thickness,1,specific
20229,7005.29.18.50,6,Measuring 5 mm or more but less than 10 mm in thickness,1,specific
20230,7005.29.25.00,3,Measuring 10 mm or more in thickness,1,specific
20231,7005.30.00.00,1,Wired glass,1,specific
20232,7006,0,"Glass of heading 7003, 7004 or 7005, bent, edge-worked, engraved, drilled, enameled or otherwise worked, but not framed or fitted with other materials:",0,Low
20233,7006.00.10.00,1,"Strips not over 15.2 cm in width, measuring over 2 mm in thickness, and having all longitudinal edges ground or otherwise smoothed or processed",1,specific
20234,,1,Other:,0,Low
20235,7006.00.20.00,2,"Glass, drawn or blown and not containing wire netting and not surface ground or polished",1,specific
20236,7006.00.40,2,Other,0,Low
20237,7006.00.40.10,3,Having an absorbent or reflecting layer,1,specific
20238,7006.00.40.50,3,Other,0,Low
20239,7007,0,"Safety glass, consisting of toughened (tempered) or laminated glass:",1,specific
20240,,1,Toughened (tempered) safety glass:,1,specific
20241,7007.11.00,2,"Of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels",1,specific
20242,7007.11.00.10,3,For motor vehicles of chapter 87,1,specific
20243,7007.11.00.90,3,Other,0,Low
20244,7007.19.00.00,2,Other,0,Low
20245,,1,Laminated safety glass:,1,specific
20246,7007.21,2,"Of size and shape suitable for incorporation in vehicles, aircraft, spacecraft or vessels:",1,specific
20247,7007.21.11,3,Windshields,1,specific
20248,7007.21.11.10,4,For motor vehicles of chapter 87,1,specific
20249,7007.21.11.90,4,Other,0,Low
20250,7007.21.51.00,3,Other,0,Low
20251,7007.29.00.00,2,Other,0,Low
20252,7008.00.00.00,0,Multiple-walled insulating units of glass,1,specific
20253,7009,0,"Glass mirrors, whether or not framed, including rear-view mirrors:",1,specific
20254,7009.10.00.00,1,Rear-view mirrors for vehicles,1,specific
20255,,1,Other:,0,Low
20256,7009.91,2,Unframed:,1,specific
20257,7009.91.10,3,Not over 929 cm2 in reflecting area,1,specific
20258,7009.91.10.10,4,Containing LED or fluorescent lighting,1,specific
20259,7009.91.10.90,4,Other,0,Low
20260,7009.91.50,3,Over 929 cm2 in reflecting area,1,specific
20261,7009.91.50.10,4,Containing LED or fluorescent lighting,1,specific
20262,,4,Other:,0,Low
20263,7009.91.50.91,5,Over-the-door mirrors of a kind described in statistical note 2 to this chapter,1,specific
20264,7009.91.50.95,5,Other,0,Low
20265,7009.92,2,Framed:,1,specific
20266,7009.92.10,3,Not over 929 cm2 in reflecting area,1,specific
20267,7009.92.10.10,4,Containing LED or fluorescent lighting,1,specific
20268,7009.92.10.90,4,Other,0,Low
20269,7009.92.50,3,Over 929 cm2 in reflecting area,1,specific
20270,7009.92.50.10,4,Containing LED or fluorescent lighting,1,specific
20271,,4,Other:,0,Low
20272,7009.92.50.91,5,Over-the-door mirrors of a kind described in statistical note 2 to this chapter,1,specific
20273,7009.92.50.95,5,Other,0,Low
20274,7010,0,"Carboys, bottles, flasks, jars, pots, vials, ampoules and other containers, of glass, of a kind used for the conveyance or packing of goods; preserving jars of glass; stoppers, lids and other closures, of glass:",0,Medium
20275,7010.10.00.00,1,Ampoules,1,specific
20276,7010.2,1,"Stoppers, lids and other closures:",0,Low
20277,7010.20.20.00,2,Produced by automatic machine,1,specific
20278,7010.20.30.00,2,Other,0,Low
20279,7010.9,1,Other:,0,Low
20280,7010.90.05,2,"Serum bottles, vials and other pharmaceutical containers",0,Low
20281,7010.90.05.10,3,Of a capacity exceeding 1 liter,1,specific
20282,7010.90.05.20,3,Of a capacity exceeding 0.33 liter but not exceeding 1 liter,1,specific
20283,7010.90.05.30,3,Of a capacity exceeding 0.15 liter but not exceeding 0.33 liter,1,specific
20284,7010.90.05.40,3,Of a capacity not exceeding 0.15 liter,1,specific
20285,,2,Containers (with or without their closures) of a kind used for the conveyance or packing of perfume or other toilet preparations; other containers if fitted with or designed for use with ground glass stoppers:,0,Medium
20286,7010.90.20,3,Produced by automatic machine,1,specific
20287,7010.90.20.10,4,Of a capacity exceeding 1 liter,1,specific
20288,7010.90.20.20,4,Of a capacity exceeding 0.33 liter but not exceeding 1 liter,1,specific
20289,7010.90.20.30,4,Of a capacity exceeding 0.15 liter but not exceeding 0.33 liter,1,specific
20290,7010.90.20.40,4,Of a capacity not exceeding 0.15 liter,1,specific
20291,7010.90.30,3,Other,0,Low
20292,7010.90.30.10,4,Of a capacity exceeding 1 liter,1,specific
20293,7010.90.30.20,4,Of a capacity exceeding 0.33 liter but not exceeding 1 liter,1,specific
20294,7010.90.30.30,4,Of a capacity exceeding 0.15 liter but not exceeding 0.33 liter,1,specific
20295,7010.90.30.40,4,Of a capacity not exceeding 0.15 liter,1,specific
20296,7010.90.50,2,Other containers (with or without their closures),0,Low
20297,,3,Of a capacity exceeding 1 liter:,1,specific
20298,7010.90.50.05,4,Having a mouth with an outer diameter of 38 mm or more,1,specific
20299,7010.90.50.09,4,Other,0,Low
20300,,3,Of a capacity exceeding 0.473 liter but not exceeding 1 liter:,1,specific
20301,7010.90.50.15,4,Having a mouth with an outer diameter of 38 mm or more,1,specific
20302,7010.90.50.19,4,Other,0,Low
20303,,3,Of a capacity exceeding 0.33 liter but not exceeding 0.473 liter:,1,specific
20304,7010.90.50.25,4,Having a mouth with an outer diameter of 38 mm or more,1,specific
20305,7010.90.50.29,4,Other,0,Low
20306,,3,Of a capacity exceeding 0.15 liter but not exceeding 0.33 liter:,1,specific
20307,7010.90.50.35,4,Having a mouth with an outer diameter of 38 mm or more,1,specific
20308,7010.90.50.39,4,Other,0,Low
20309,,3,Of a capacity exceeding 0.118 liter but not exceeding 0.15 liter:,1,specific
20310,7010.90.50.45,4,Having a mouth with an outer diameter of 38 mm or more,1,specific
20311,7010.90.50.49,4,Other,0,Low
20312,7010.90.50.55,3,Of a capacity not exceeding 0.118 liter,1,specific
20313,7011,0,"Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps and light sources, cathode-ray tubes or the like:",1,specific
20314,7011.1,1,For electric lighting:,1,specific
20315,7011.10.10.00,2,Bulbs for incandescent lamps,1,specific
20316,7011.10.50.00,2,Other,0,Low
20317,7011.2,1,For cathode-ray tubes:,1,specific
20318,7011.20.10.00,2,Cones,1,specific
20319,,2,Other:,0,Low
20320,7011.20.45.00,3,"Monochrome glass envelopes, the foregoing certified by the importer as being for actual use in automatic data processing machine data or graphic display cathode ray tubes",1,specific
20321,7011.20.85,3,Other,0,Low
20322,,4,"Front panels for cathode-ray television picture tubes, including video monitor tubes, color, non-projection:",1,specific
20323,7011.20.85.10,5,With greatest diagonal measurement not exceeding 50 cm,1,specific
20324,7011.20.85.25,5,Other,0,Low
20325,7011.20.85.40,4,Other,0,Low
20326,7011.90.00.00,1,Other,0,Low
20327,7013,0,"Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018):",0,Low
20328,7013.1,1,Of glass-ceramics:,1,specific
20329,7013.10.10.00,2,"Kitchenware, non-glazed, greater than 75 percent by volume crystalline, of lithium aluminosilicate, having a linear coefficient of expansion not exceeding 10 x 10-7 per Kelvin within a temperature range of 0˚C to 300˚C, transparent, haze-free, exhibiting transmittances of infrared radiations in excess of 75 percent at a wavelength of 2.5 microns when measured on a sample 3 mm in thickness, and containing β-quartz solid solution as the predominant crystal phase",1,specific
20330,7013.10.50.00,2,Other,0,Low
20331,,1,"Stemware drinking glasses, other than of glass-ceramics:",0,Low
20332,7013.22,2,Of lead crystal:,1,specific
20333,7013.22.10.00,3,Valued not over $1 each,1,specific
20334,7013.22.20.00,3,Valued over $1 but not over $3 each,1,specific
20335,7013.22.30.00,3,Valued over $3 but not over $5 each,1,specific
20336,7013.22.50.00,3,Valued over $5 each,1,specific
20337,7013.28,2,Other:,0,Low
20338,7013.28.05.00,3,Pressed and toughened (specially tempered),1,specific
20339,,3,Other:,0,Low
20340,7013.28.10.00,4,Valued not over $0.30 each,1,specific
20341,7013.28.20,4,Valued over $0.30 but not over $3 each,1,specific
20342,7013.28.20.10,5,Crystalline or non-lead crystal,1,specific
20343,7013.28.20.90,5,Other,0,Low
20344,,4,Valued over $3 each:,1,specific
20345,,5,Cut or engraved,1,specific
20346,7013.28.30.00,6,Valued over $3 but not over $5 each,1,specific
20347,7013.28.40.00,6,Valued over $5 each,1,specific
20348,,5,Other:,0,Low
20349,7013.28.50,6,Valued over $3 but not over $5 each,1,specific
20350,7013.28.50.10,7,Crystalline or non-lead crystal,1,specific
20351,7013.28.50.90,7,Other,0,Low
20352,7013.28.60,6,Valued over $5 each,1,specific
20353,7013.28.60.10,7,Crystalline or non-lead crystal,1,specific
20354,7013.28.60.90,7,Other,0,Low
20355,,1,"Other drinking glasses, other than of glass-ceramics:",0,Medium
